rule_index,metadata.creation_date,metadata.maturity,metadata.min_stack_comments,metadata.min_stack_version,metadata.updated_date,rule.author,rule.description,rule.false_positives,rule.index,rule.language,rule.license,rule.name,rule.references,rule.risk_score,rule.rule_id,rule.severity,rule.tags,rule.timestamp_override,rule.type,rule.query,rule.from,rule.max_signals,rule.note,rule.threat,rule.threshold,rule.timeline_id,rule.timeline_title,rule.interval,rule.threat_index,rule.threat_indicator_path,rule.threat_language,rule.threat_query,rule.threat_filters,rule.threat_mapping,rule.anomaly_threshold,rule.machine_learning_job_id,rule.rule_name_override,rule.risk_score_mapping,rule.severity_mapping,metadata.query_schema_validation,metadata.deprecation_date,rule.filters,metadata.integration
547,2020/07/08,deprecated,,,2022/07/25,['Elastic'],Identifies that the maximum number of failed login attempts has been reached for a user.,,['auditbeat-*'],kuery,Elastic License v2,Auditd Max Failed Login Attempts,['https://github.com/linux-pam/linux-pam/blob/0adbaeb273da1d45213134aa271e95987103281c/modules/pam_faillock/pam_faillock.c#L574'],47,fb9937ce-7e21-46bf-831d-1ad96eac674d,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Initial Access']",event.ingested,query,"event.module:auditd and event.action:""failed-log-in-too-many-times-to""
",,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1078', 'name': 'Valid Accounts', 'reference': 'https://attack.mitre.org/techniques/T1078/'}], 'tactic': {'id': 'TA0001', 'name': 'Initial Access', 'reference': 'https://attack.mitre.org/tactics/TA0001/'}}, {'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1078', 'name': 'Valid Accounts', 'reference': 'https://attack.mitre.org/techniques/T1078/'}], 'tactic': {'id': 'TA0003', 'name': 'Persistence', 'reference': 'https://attack.mitre.org/tactics/TA0003/'}}]",,,,,,,,,,,,,,,,,2022/07/25,,
548,2020/07/08,deprecated,,,2022/07/25,['Elastic'],Identifies that a login attempt has happened from a forbidden location.,,['auditbeat-*'],kuery,Elastic License v2,Auditd Login from Forbidden Location,['https://github.com/linux-pam/linux-pam/blob/aac5a8fdc4aa3f7e56335a6343774cc1b63b408d/modules/pam_access/pam_access.c#L412'],73,cab4f01c-793f-4a54-a03e-e5d85b96d7af,high,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Initial Access']",event.ingested,query,"event.module:auditd and event.action:""attempted-log-in-from-unusual-place-to""
",,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1078', 'name': 'Valid Accounts', 'reference': 'https://attack.mitre.org/techniques/T1078/'}], 'tactic': {'id': 'TA0001', 'name': 'Initial Access', 'reference': 'https://attack.mitre.org/tactics/TA0001/'}}, {'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1078', 'name': 'Valid Accounts', 'reference': 'https://attack.mitre.org/techniques/T1078/'}], 'tactic': {'id': 'TA0003', 'name': 'Persistence', 'reference': 'https://attack.mitre.org/tactics/TA0003/'}}]",,,,,,,,,,,,,,,,,2022/07/25,,
549,2020/07/08,deprecated,,,2022/07/25,['Elastic'],Identifies that the maximum number login sessions has been reached for a user.,,['auditbeat-*'],kuery,Elastic License v2,Auditd Max Login Sessions,['https://github.com/linux-pam/linux-pam/blob/70c32cc6fca51338f92afa58eb75b1107a5c2430/modules/pam_limits/pam_limits.c#L1007'],47,20dc4620-3b68-4269-8124-ca5091e00ea8,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Initial Access']",event.ingested,query,"event.module:auditd and event.action:""opened-too-many-sessions-to""
",,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1078', 'name': 'Valid Accounts', 'reference': 'https://attack.mitre.org/techniques/T1078/'}], 'tactic': {'id': 'TA0001', 'name': 'Initial Access', 'reference': 'https://attack.mitre.org/tactics/TA0001/'}}, {'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1078', 'name': 'Valid Accounts', 'reference': 'https://attack.mitre.org/techniques/T1078/'}], 'tactic': {'id': 'TA0003', 'name': 'Persistence', 'reference': 'https://attack.mitre.org/tactics/TA0003/'}}]",,,,,,,,,,,,,,,,,2022/07/25,,
550,2020/07/08,deprecated,,,2022/07/25,['Elastic'],Identifies that a login attempt occurred at a forbidden time.,,['auditbeat-*'],kuery,Elastic License v2,Auditd Login Attempt at Forbidden Time,['https://github.com/linux-pam/linux-pam/blob/aac5a8fdc4aa3f7e56335a6343774cc1b63b408d/modules/pam_time/pam_time.c#L666'],47,90e28af7-1d96-4582-bf11-9a1eff21d0e5,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Initial Access']",event.ingested,query,"event.module:auditd and event.action:""attempted-log-in-during-unusual-hour-to""
",,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1078', 'name': 'Valid Accounts', 'reference': 'https://attack.mitre.org/techniques/T1078/'}], 'tactic': {'id': 'TA0001', 'name': 'Initial Access', 'reference': 'https://attack.mitre.org/tactics/TA0001/'}}, {'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1078', 'name': 'Valid Accounts', 'reference': 'https://attack.mitre.org/techniques/T1078/'}], 'tactic': {'id': 'TA0003', 'name': 'Persistence', 'reference': 'https://attack.mitre.org/tactics/TA0003/'}}]",,,,,,,,,,,,,,,,,2022/07/25,,
551,2020/02/18,deprecated,,,2021/04/15,['Elastic'],"This rule detects network events that may indicate the use of RDP traffic to the Internet. RDP is commonly used by
system administrators to remotely control a system for maintenance or to use shared resources. It should almost never be
directly exposed to the Internet, as it is frequently targeted and exploited by threat actors as an initial access or
backdoor vector.
","['    RDP connections may be made directly to Internet destinations in order to access Windows cloud server instances but\n    such connections are usually made only by engineers. In such cases, only RDP gateways, bastions or jump servers may\n    be expected Internet destinations and can be exempted from this rule. RDP may be required by some work-flows such as\n    remote access and support for specialized software products and servers. Such work-flows are usually known and not\n    unexpected. Usage that is unfamiliar to server or network owners can be unexpected and suspicious.\n    ']","['filebeat-*', 'packetbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,RDP (Remote Desktop Protocol) to the Internet,,21,e56993d2-759c-4120-984c-9ec9bb940fd5,low,"['Elastic', 'Host', 'Network', 'Threat Detection', 'Initial Access']",event.ingested,query,"event.category:(network or network_traffic) and network.transport:tcp and (destination.port:3389 or event.dataset:zeek.rdp) and
  source.ip:(
    10.0.0.0/8 or
    172.16.0.0/12 or
    192.168.0.0/16
  ) and
  not destination.ip:(
    10.0.0.0/8 or
    127.0.0.0/8 or
    169.254.0.0/16 or
    172.16.0.0/12 or
    192.168.0.0/16 or
    224.0.0.0/4 or
    ""::1"" or
    ""FE80::/10"" or
    ""FF00::/8""
  )
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1190', 'name': 'Exploit Public-Facing Application', 'reference': 'https://attack.mitre.org/techniques/T1190/'}], 'tactic': {'id': 'TA0001', 'name': 'Initial Access', 'reference': 'https://attack.mitre.org/tactics/TA0001/'}}, {'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1048', 'name': 'Exfiltration Over Alternative Protocol', 'reference': 'https://attack.mitre.org/techniques/T1048/'}], 'tactic': {'id': 'TA0010', 'name': 'Exfiltration', 'reference': 'https://attack.mitre.org/tactics/TA0010/'}}]",,,,,,,,,,,,,,,,,2021/04/15,,
552,2020/02/18,deprecated,,,2021/04/15,['Elastic'],"The Linux mknod program is sometimes used in the command payload of a remote command injection (RCI) and other exploits.
It is used to export a command shell when the traditional version of netcat is not available to the payload.
","['    Mknod is a Linux system program. Some normal use of this program, at varying levels of frequency, may originate from\n    scripts, automation tools, and frameworks. Usage by web servers is more likely to be suspicious.\n    ']","['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,Mknod Process Activity,['https://web.archive.org/web/20191218024607/https://pen-testing.sans.org/blog/2013/05/06/netcat-without-e-no-problem/'],21,61c31c14-507f-4627-8c31-072556b89a9c,low,"['Elastic', 'Host', 'Linux', 'Threat Detection']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:mknod
",now-9m,,,,,,,,,,,,,,,,,,,,2021/04/15,,
553,2020/02/18,deprecated,,,2021/04/15,['Elastic'],"Nmap was executed on a Linux host. Nmap is a FOSS tool for network scanning and security testing. It can map and
discover networks, and identify listening services and operating systems. It is sometimes used to gather information in
support of exploitation, execution or lateral movement.
",['    Security testing tools and frameworks may run `Nmap` in the course of security auditing. Some normal use of this\n    command may originate from security engineers and network or server administrators. Use of nmap by ordinary users is\n    uncommon.\n    '],"['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,Nmap Process Activity,['https://en.wikipedia.org/wiki/Nmap'],21,c87fca17-b3a9-4e83-b545-f30746c53920,low,"['Elastic', 'Host', 'Linux', 'Threat Detection']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:nmap
",now-9m,,,,,,,,,,,,,,,,,,,,2021/04/15,,
554,2020/02/18,deprecated,,,2021/04/15,['Elastic'],"A Socat process is running on a Linux host. Socat is often used as a persistence mechanism by exporting a reverse shell,
or by serving a shell on a listening port. Socat is also sometimes used for lateral movement.
","['    Socat is a dual-use tool that can be used for benign or malicious activity. Some normal use of this program, at\n    varying levels of frequency, may originate from scripts, automation tools, and frameworks. Usage by web servers is\n    more likely to be suspicious.\n    ']","['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,Socat Process Activity,['https://blog.ropnop.com/upgrading-simple-shells-to-fully-interactive-ttys/#method-2-using-socat'],47,cd4d5754-07e1-41d4-b9a5-ef4ea6a0a126,medium,"['Elastic', 'Host', 'Linux', 'Threat Detection']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:socat and not process.args:-V
",now-9m,,,,,,,,,,,,,,,,,,,,2021/04/15,,
555,2021/01/15,deprecated,,,2021/04/15,['Elastic'],"Identifies the creation or execution of a cron job. Adversaries may abuse cron jobs to perform task scheduling for
initial or recurring execution of malicious code.
",['Legitimate software or scripts using cron jobs for recurring tasks.'],"['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,Potential Persistence via Cron Job,"['https://archive.f-secure.com/weblog/archives/00002576.html', 'https://ss64.com/osx/crontab.html']",21,b1c14366-f4f8-49a0-bcbb-51d2de8b0bb8,low,"['Elastic', 'Host', 'Linux', 'macOS', 'Threat Detection', 'Persistence']",event.ingested,query,"event.category:process and event.type:(start or process_started or info) and
  not user.name:root and
  ((process.name:crontab and not process.args:(""-l"" or ""-r"" or ""-e"" or ""-help"" or ""-h"")) or
    (process.parent.name:cron and not process.name:""running job"" and
       not process.executable:(/Applications/Docker.app/Contents/Resources/bin/docker or
                               /usr/bin/killall or
                               /usr/sbin/sendmail or
                               /usr/bin/env or
                               /usr/bin/timeshift or
                               /bin/rm)))
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1053', 'name': 'Scheduled Task/Job', 'reference': 'https://attack.mitre.org/techniques/T1053/', 'subtechnique': [{'id': 'T1053.003', 'name': 'Cron', 'reference': 'https://attack.mitre.org/techniques/T1053/003/'}]}], 'tactic': {'id': 'TA0003', 'name': 'Persistence', 'reference': 'https://attack.mitre.org/tactics/TA0003/'}}]",,,,,,,,,,,,,,,,,2021/04/15,,
556,2020/02/18,deprecated,,,2021/04/15,['Elastic'],"Identifies loadable kernel module errors, which are often indicative of potential persistence attempts.",['    Security tools and device drivers may run these programs in order to load legitimate kernel modules. Use of these\n    programs by ordinary users is uncommon.\n    '],"['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,Persistence via Kernel Module Modification,['https://www.hackers-arise.com/single-post/2017/11/03/Linux-for-Hackers-Part-10-Loadable-Kernel-Modules-LKM'],21,81cc58f5-8062-49a2-ba84-5cc4b4d31c40,low,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Persistence']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:(insmod or kmod or modprobe or rmod)
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1547', 'name': 'Boot or Logon Autostart Execution', 'reference': 'https://attack.mitre.org/techniques/T1547/', 'subtechnique': [{'id': 'T1547.006', 'name': 'Kernel Modules and Extensions', 'reference': 'https://attack.mitre.org/techniques/T1547/006/'}]}], 'tactic': {'id': 'TA0003', 'name': 'Persistence', 'reference': 'https://attack.mitre.org/tactics/TA0003/'}}]",,,,,,,,,,,,,,,,,2021/04/15,,
557,2022/04/26,deprecated,,,2022/08/01,['Elastic'],"Identifies a suspicious local successful logon event where the Logon Package is Kerberos, the remote address is set to
localhost, and the target user SID is the built-in local Administrator account. This may indicate an attempt to leverage
a Kerberos relay attack variant that can be used to elevate privilege locally from a domain joined limited user to local
System privileges.
",,"['winlogbeat-*', 'logs-system.*']",eql,Elastic License v2,Potential Privilege Escalation via Local Kerberos Relay over LDAP,"['https://github.com/Dec0ne/KrbRelayUp', 'https://googleprojectzero.blogspot.com/2021/10/using-kerberos-for-authentication-relay.html', 'https://github.com/cube0x0/KrbRelay']",73,3605a013-6f0c-4f7d-88a5-326f5be262ec,high,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Privilege Escalation', 'Credential Access']",,eql,"authentication where

 /* event 4624 need to be logged */
 event.action == ""logged-in"" and event.outcome == ""success"" and

 /* authenticate locally via relayed kerberos ticket */
 winlog.event_data.AuthenticationPackageName : ""Kerberos"" and winlog.logon.type == ""Network"" and
 source.ip == ""127.0.0.1"" and source.port > 0 and

 /* Impersonate Administrator user via S4U2Self service ticket */
 winlog.event_data.TargetUserSid : ""S-1-5-21-*-500""
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1548', 'name': 'Abuse Elevation Control Mechanism', 'reference': 'https://attack.mitre.org/techniques/T1548/', 'subtechnique': [{'id': 'T1548.002', 'name': 'Bypass User Account Control', 'reference': 'https://attack.mitre.org/techniques/T1548/002/'}]}], 'tactic': {'id': 'TA0004', 'name': 'Privilege Escalation', 'reference': 'https://attack.mitre.org/tactics/TA0004/'}}, {'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1558', 'name': 'Steal or Forge Kerberos Tickets', 'reference': 'https://attack.mitre.org/techniques/T1558/'}], 'tactic': {'id': 'TA0006', 'name': 'Credential Access', 'reference': 'https://attack.mitre.org/tactics/TA0006/'}}]",,,,,,,,,,,,,,,,,2022/08/01,,
558,2020/02/18,deprecated,,,2022/07/28,['Elastic'],"Strace is a useful diagnostic, instructional, and debugging tool. This rule identifies a privileged context execution of
strace which can be used to escape restrictive environments by instantiating a shell in order to elevate privileges or
move laterally.
",['    Strace is a dual-use tool that can be used for benign or malicious activity. Some normal use of this command may\n    originate from developers or SREs engaged in debugging or system call tracing.\n    '],"['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,Strace Process Activity,['https://en.wikipedia.org/wiki/Strace'],21,d6450d4e-81c6-46a3-bd94-079886318ed5,low,"['Elastic', 'Host', 'Linux', 'Threat Detection', 'Privilege Escalation']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:strace
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1068', 'name': 'Exploitation for Privilege Escalation', 'reference': 'https://attack.mitre.org/techniques/T1068/'}], 'tactic': {'id': 'TA0004', 'name': 'Privilege Escalation', 'reference': 'https://attack.mitre.org/tactics/TA0004/'}}]",,,,,,,,,,,,,,,,,2022/07/28,,
559,2021/07/06,deprecated,,,2022/03/16,['Elastic'],"Detects the creation or modification of a print driver with an unusual file name. This may indicate attempts to exploit
privilege escalation vulnerabilities related to the Print Spooler service. For more information refer to CVE-2021-34527
and verify that the impacted system is investigated.
",,"['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",eql,Elastic License v2,Potential PrintNightmare File Modification,"['https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527', 'https://github.com/afwu/PrintNightmare']",73,5e87f165-45c2-4b80-bfa5-52822552c997,high,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Privilege Escalation']",event.ingested,eql,"/* This rule is compatible with both Sysmon and Elastic Endpoint */

file where process.name : ""spoolsv.exe"" and 
 file.name : (""kernelbase.dll"", ""ntdll.dll"", ""kernel32.dll"", ""winhttp.dll"", ""user32.dll"") and
 file.path : ""?:\\Windows\\System32\\spool\\drivers\\x64\\3\\*""
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1068', 'reference': 'https://attack.mitre.org/techniques/T1068/', 'name': 'Exploitation for Privilege Escalation'}], 'tactic': {'id': 'TA0004', 'reference': 'https://attack.mitre.org/tactics/TA0004/', 'name': 'Privilege Escalation'}}]",,,,,,,,,,,,,,,,,2022/03/16,,
